name;price;master_id;client_id
Евгения;4500;1508;2317
Январь;18750;800;7560
Июнь;10500;879;3202
Июнь;25000;2288;2699
Январь;22500;922;1908
Желто-зеленый;25000;1131;1610
Декабрь;20000;87;1088
Бледно-зеленый;20000;2179;6625
Цвет морской волны;1500;333;649
Июнь;24000;2860;7159
Декабрь;2000;2345;7448
Светло-зеленый;1000;2504;3149
Февраль;27000;2732;925
Декабрь;6500;2330;21
Надежда;11000;1084;7285
Ноябрь;3000;2370;6523
Зеленый;1500;2291;3444
Апрель;3750;1023;2076
Сентябрь;21000;2679;6232
Алевтина;20000;1305;6051
Красный;15000;1635;5229
Апрель;9500;51;628
Хаки;22500;1788;5367
София;2250;2150;1537
Любовь;9500;2805;4455
Апрель;3000;2085;3993
Татьяна;18000;2641;7870
Светлана;3000;2815;2008
Июнь;13000;1017;6469
Июнь;2000;1584;7959
Шоколадный;16250;1909;3147
Октябрь;8000;635;5190
Март;1500;1745;4123
Бежевый;1500;1719;3055
Январь;19500;2455;7930
Василиса;13500;1581;1990
Темно-розовый;10500;2290;7076
Коралловый;2000;2012;4170
Май;10000;1201;1067
Бежевый;3750;198;962
Любовь;2000;2253;7700
Зоя;3000;2476;5089
Ноябрь;9000;1703;4318
Светло-синий;25500;2341;2780
Май;16250;872;7344
Хаки;16500;2909;5764
Ольга;23750;1459;1757
Июль;30000;1395;5963
Февраль;500;693;2164
Коричневый;3000;2607;6903
Июнь;18000;1934;6708
Октябрь;9500;2574;2398
Коралловый;6000;190;4089
Светло-синий;6250;30;6314
Хаки;7000;25;2238
Апрель;3000;1041;947
Людмила;19000;1203;3419
Алла;6000;1899;3259
Октябрь;16500;14;7051
Шоколадный;17500;2168;2708
Желто-зеленый;1000;1864;3353
Сливовый;1000;1672;2706
Надежда;4000;1903;5547
Коралловый;3000;1900;4240
Розовато-лавандовый;12000;2674;6659
Тамара;3000;2229;7772
Май;27000;1736;2030
Темно-фиолетовый;4000;2725;4738
Светло-желтый;8250;2758;6296
Варвара;3000;1941;927
Декабрь;5250;318;2730
Лора;13500;2932;3287
Слоновая кость;3000;452;2796
Светло-синий;3750;111;6462
Июль;10500;2385;6805
Марфа;1500;2721;4603
Валерия;3000;34;1548
Июнь;6000;510;1688
Июнь;19000;1884;2976
Июнь;13000;1089;5168
Темный хаки;9000;676;4012
Пурпурный;12000;1265;1052
Октябрь;1000;1659;1038
Июнь;6500;2801;2857
Антонина;15000;2758;7581
Хаки;3750;2973;4218
Желтый;15000;640;4325
Клавдия;18000;736;7333
Октябрь;21250;2432;1079
Надежда;6500;121;1120
Июнь;6000;2837;1220
Пурпурный;7500;2906;5112
Июль;18750;1701;4671
Мария;1000;2917;7697
Эмилия;12500;445;5433
Декабрь;2500;2496;2342
Вероника;7000;481;2829
Галина;2500;1936;5093
Октябрь;1500;690;1990
Бирюзовый;1500;2423;6639
Зеленый;25500;2608;6689
Февраль;5500;2973;5403
Май;5000;2940;5687
Январь;3000;593;2810
Нонна;9000;840;1718
Клавдия;6000;2554;27
Зинаида;3000;2012;3422
Иванна;10500;897;4638
Прасковья;12000;2689;1178
Сентябрь;3750;2568;7120
Темный хаки;13750;2671;7973
Алевтина;6500;915;5761
Август;16000;2053;3656
Март;23750;2573;5606
Нина;13750;2931;45
Декабрь;8000;632;5286
Апрель;18000;155;1598
Синклитикия;13000;1527;7412
Июнь;7500;1475;4271
Варвара;10500;1301;1548
Аквамарин;15000;2212;112
Бирюзовый;7500;2679;4517
Фуксия;10500;2000;7074
Малиновый;5000;1670;5162
Екатерина;2500;2137;4282
Вероника;7500;483;1265
Октябрь;6500;31;7896
Анжела;9500;250;6730
Июнь;3000;2698;4945
Темно-серый;10000;1459;3398
Декабрь;1500;698;97
Белый;7500;2179;1403
Тамара;1000;353;3948
Сентябрь;20000;631;1342
Алла;5250;1764;678
Антонина;20000;2335;741
Октябрь;28500;2685;1895
Галина;9500;2197;4400
Ноябрь;22500;1203;1574
Январь;6250;1120;4284
Февраль;6000;252;236
Тусклый серый;8000;2579;6106
Август;14000;653;1766
Вероника;8000;309;684
Февраль;6000;786;589
Екатерина;17500;2782;5580
Сентябрь;6000;2375;3649
Декабрь;9000;1712;6961
Январь;8250;2438;7136
Бледно-зеленый;25000;2382;2147
Ноябрь;5250;586;4152
Дарья;22500;2089;6571
Июль;16500;2387;310
Октябрина;15000;2207;7887
Сентябрь;1000;1665;3438
Сливовый;12500;2781;650
Июль;9500;44;3214
Маргарита;14000;984;745
Октябрь;11250;492;4889
Темно-бирюзовый;12000;984;2003
Каштановый;19500;38;6768
Июль;18000;658;1642
Ангелина;14250;429;6433
Светло-голубой;9000;2263;5864
Апрель;15000;1759;1583
Светло-серый;12000;2917;3340
Ноябрь;23750;2654;5279
Раиса;10500;2473;7499
Январь;4000;2684;6280
Октябрь;5000;2468;3201
Лазурный;750;1724;4090
Темный хаки;25500;1434;7980
Черный;2000;2330;3712
Маргарита;8750;975;5811
Май;22500;85;6887
Август;3000;719;3508
Февраль;15000;916;2608
Лазурный;12000;1039;6887
Мария;3000;289;3945
Оксана;20000;1790;968
Январь;30000;1611;2872
Лазурный;25000;1751;2237
Ия;19500;2386;6127
Светло-желтый;9000;527;2269
Светло-синий;20000;1341;7088
Желтый;3750;2595;5321
Зоя;4000;2681;355
Ноябрь;9000;2762;3037
Наина;15000;2806;5667
Полина;5000;2980;7893
Олимпиада;7500;655;1934
Июнь;20000;135;4102
Июнь;9000;2683;5896
Цвет морской волны;9000;1299;4630
Март;6750;2339;923
Февраль;15000;378;6628
Вера;10500;1634;4312
Наина;2500;2770;896
Светло-синий;19500;1459;1367
Феврония;3000;1399;1409
Март;750;545;2955
Сентябрь;6000;1076;4935
Июль;24000;249;3990
Ноябрь;22500;2412;7937
Регина;9750;1811;852
Каштановый;4500;2608;6578
Май;3750;2700;1919
Темно-оранжевый;25000;1774;3695
Февраль;17000;109;489
Лидия;9750;2210;3671
Темно-зеленый;25500;2127;1780
Варвара;7500;2155;1874
Эмилия;18750;2423;1846
Фиолетовый;11000;1319;4074
Февраль;25500;1231;567
Светло-синий;22500;2283;5423
Октябрь;9000;2168;4946
Сине-фиолетовый;8750;2205;5077
Золотой;6500;1975;7942
Темный хаки;18000;706;2423
Шоколадный;20000;44;3236
Июнь;11000;982;3486
Темно-фиолетовый;7500;1967;5278
Марфа;15000;836;5158
Апрель;12000;1160;4063
Декабрь;4500;814;6719
Июль;12000;474;6565
Сине-фиолетовый;500;323;6483
Апрель;9000;1659;7533
Полина;6000;1443;4812
Лариса;4500;2593;1417
Фиолетовый;2000;249;4426
Темно-оранжевый;13500;2005;6174
Октябрь;7000;1783;3667
Апрель;22500;1612;5403
Серебряный;12000;1419;7840
Нинель;14250;447;2692
Елена;8000;137;5293
Сине-фиолетовый;10000;2821;6166
Серый;15000;1870;2492
Татьяна;22500;80;1542
Июнь;1500;1533;4523
Слоновая кость;18000;659;6662
Июнь;5000;2922;4818
Желтый;3000;1330;5717
Синклитикия;7500;2667;848
Светло-синий;7500;634;5275
Ноябрь;8000;1204;5778
Валентина;1500;2228;1462
Нинель;22500;1437;3170
Темный хаки;28500;238;5102
Золотой;10500;2499;7188
Май;2500;2506;7299
Елена;6000;2313;5383
Маргарита;3000;1223;5480
Оксана;2500;1376;5915
Июнь;18000;1160;2787
Декабрь;13500;791;4699
Олимпиада;9750;722;6962
Тамара;19500;26;1388
Август;10000;493;2134
Евдокия;20000;1350;3493
Октябрь;7000;60;3031
Виктория;1250;1331;7580
Ноябрь;18000;2405;1640
Июнь;15000;2673;3484
Розовый;10500;1907;3979
Ксения;2500;1606;4627
Июнь;13500;1975;3153
Июнь;1500;1550;1038
Сине-фиолетовый;4500;2784;7890
Розовато-лавандовый;2250;2343;6399
Фаина;10500;553;7593
Темно-серый;14000;70;5914
Хаки;3500;2910;3666
Сентябрь;750;1040;6809
Февраль;16000;273;260
Галина;20000;1936;2452
Анжелика;1500;2423;7940
Темно-фиолетовый;500;2168;6438
Июнь;4000;1522;7491
Оранжево-красный;12000;1743;4995
Октябрь;11250;2480;2008
Июнь;7500;1610;5008
Зеленый;3000;1934;7624
Ульяна;2250;514;7735
Октябрь;30000;2356;7030
Октябрь;5000;1000;6073
Июль;8250;2436;330
Июль;5000;2534;3106
Елизавета;30000;1451;7887
Бледно-зеленый;6000;1974;569
Людмила;6750;1413;3831
Ноябрь;17500;761;1254
Апрель;20000;1917;7258
Элеонора;2000;2741;2467
Васильковый;7500;2618;4330
Февраль;16500;2994;5952
Ярко-розовый;3500;863;6329
Май;23750;809;7866
Аквамарин;10500;2211;4004
Декабрь;1000;759;4226
Екатерина;1500;1082;3949
Нинель;10000;2624;3862
Сентябрь;20000;682;1942
Сине-фиолетовый;18000;2850;1833
Тамара;12750;2846;7526
Цвет морской волны;17000;1073;2196
Желто-зеленый;5000;687;5758
Оксана;12750;1942;7080
Июнь;13000;2565;6423
Зинаида;15000;128;5389
Ольга;7500;1542;1584
Ноябрь;19000;2729;5497
Милица;10500;2002;3964
Октябрь;11000;1202;4408
Золотой;2500;348;1354
Ноябрь;6500;2419;2494
Евгения;6000;980;3125
Темно-оранжевый;13750;2981;6216
Май;9500;1460;3196
Темно-синий;17000;2645;326
Цвет морской волны;15000;1702;2182
Розовый;11000;2524;7189
Тамара;6250;2621;5233
Июль;13750;978;7763
Серебряный;5250;2855;546
Мария;7500;2778;7439
Синий;7500;636;879
Жанна;2000;1281;7282
Варвара;4000;2004;2619
Феврония;3000;837;4820
Май;16500;1627;6658
Ноябрь;18000;1544;2484
Ноябрь;2000;2345;6270
Бледно-Бирюзовый;19000;564;6601
Каштановый;5500;924;1166
Ноябрь;16250;1943;3078
Екатерина;17500;2043;137
Марина;13750;1273;2086
Каштановый;12000;1417;1408
Жанна;3000;1239;4771
Июнь;19500;1457;1112
Золотой;20000;632;3991
Май;6000;2494;3308
Май;3750;49;3611
Ангелина;27000;1681;18
Агата;6000;169;454
Март;22500;1911;5487
Желтый;25500;954;5259
Коричневый;1500;1737;6377
Октябрь;14000;384;4463
Темно-фиолетовый;12000;2624;4679
Татьяна;4500;2350;4009
Лидия;27000;2434;5117
Бледно-Бирюзовый;2000;1518;2887
Декабрь;14250;1248;4861
Июнь;4000;453;6541
Темно-синий;25000;2651;2709
Темный хаки;17500;922;854
Март;7500;1256;4171
Ноябрь;19500;1982;1279
Май;11250;2088;421
Ноябрь;16500;2475;4071
Валентина;1000;1706;7487
Март;22500;2867;6485
Зинаида;6250;1046;4347
Пурпурный;13500;1234;7168
Сентябрь;5000;2702;6150
Сентябрь;5500;1192;385
Август;1500;2380;3209
Темно-красный;18000;1598;4403
Декабрь;18000;626;5468
Евфросиния;3000;2102;425
Апрель;13750;2456;4884
Оранжево-красный;18000;357;6708
Наина;15000;668;2023
Октябрина;12000;911;7919
Каштановый;24000;538;584
Май;3750;2025;4594
Январь;3000;1428;3325
Светло-синий;9000;1479;7045
Сентябрь;6000;1312;3666
Алла;12000;2581;6679
Октябрь;3750;1008;3155
Май;1000;2477;6580
Апрель;2500;2244;6910
Июнь;4500;1226;749
Сливовый;6000;1432;2412
Элеонора;8750;799;6703
Нина;18000;104;3689
Маргарита;3000;1157;5837
Анастасия;9000;1571;2581
Бледно-Бирюзовый;1500;838;4084
Мария;7500;980;2578
Алевтина;5500;1320;1148
Декабрь;20000;691;1011
Анжела;22500;1867;2289
Июнь;8250;856;1513
Марина;18750;1020;6733
Анжелика;3000;1440;3597
Февраль;7500;692;7235
Елизавета;3000;2965;3229
Зеленый;4500;2148;4332
Сентябрь;11250;2031;3404
Элеонора;3750;2257;7292
Марфа;2000;83;4430
Лазурный;5500;1782;4129
Цвет морской волны;6000;2246;7794
Август;12000;2701;3030
Антонина;7500;1773;6947
Август;6750;908;5063
Агата;6000;1698;1712
Апрель;9000;166;5798
Нина;22500;2300;2006
Октябрь;27000;1456;1676
Желтый;15000;2226;2472
Февраль;500;2971;844
Лазурный;1500;1642;4831
Бледно-Бирюзовый;15000;2683;1868
Сентябрь;6250;2961;2627
Розовый;17000;2535;7372
Аквамарин;8750;2629;225
Июль;6000;856;444
Август;3000;264;2556
Апрель;23750;1400;3529
Желто-зеленый;5000;1757;5740
Ноябрь;10000;2774;4614
Темно-зеленый;19500;1106;7118
Кира;12000;1112;4145
Пурпурный;18000;1547;4525
Январь;9000;1259;567
Ноябрь;1250;1345;5824
Август;6000;1839;142
Темно-розовый;13500;1448;3593
Маргарита;14250;1018;3601
Январь;1500;2713;747
Темно-бирюзовый;14000;2299;4473
Темный хаки;19000;198;2431
Март;4500;1048;2955
Тамара;15000;2702;982
Майя;12000;2479;6066
Желтый;12750;2484;7248
Марфа;9000;1288;6405
Евфросиния;27000;1086;3662
Светло-голубой;5000;2291;511
Синий;22500;2027;6804
Октябрина;3000;1942;1237
Январь;6000;2596;6370
Светло-желтый;8250;2081;6606
Виктория;3000;1438;6915
Март;10000;2117;2134
Май;14000;2064;2437
Лукия;12000;2835;3768
Фиолетовый;2500;1603;4459
Май;3000;1085;3558
Тамара;15000;133;3303
Февраль;10500;730;7662
Элеонора;14000;1098;4230
Ноябрь;13500;1624;6272
Эмилия;10500;988;4011
Светло-синий;22500;151;4878
Анжелика;15000;359;1584
Ульяна;8000;983;2392
Евфросиния;8000;1349;6522
Май;3750;283;4031
Апрель;4000;435;768
Июль;15000;1520;3939
Алла;4500;1886;2288
Светло-розовый;22500;290;6191
Светло-зеленый;10500;860;3256
Анжелика;3750;1914;6285
Бледно-Бирюзовый;3000;447;1647
Апрель;3000;2396;7810
Цвет морской волны;7000;125;2623
Март;21250;2712;4322
Евфросиния;12000;1108;6413
Март;2250;2947;1093
Розовый;4500;888;6253
Шоколадный;16000;1900;1165
Коралловый;11250;1491;2616
Апрель;19000;442;6583
Март;13500;265;900
Октябрь;4500;1853;6473
Ноябрь;17000;2047;5110
Март;15000;1829;1627
Январь;11250;500;5398
Синий;8250;514;6236
Темный хаки;6000;1357;2150
Василиса;12000;2016;4240
Розовый;25500;415;2532
Ульяна;3000;1798;1528
Евгения;1500;1935;6797
Ульяна;3000;1426;5528
Август;1000;221;3658
Хаки;18000;468;598
Март;2000;2951;6163
Анжелика;15000;2920;1476
Наина;19500;263;3191
Октябрь;15000;2924;1717
Темно-фиолетовый;13750;2204;510
Нинель;1500;2968;6272
Ноябрь;25000;277;5946
Апрель;13000;1083;535
Серый;7000;440;714
Агафья;2000;994;5685
Синий;19000;1290;5665
Октябрина;3750;1420;2219
Ангелина;16000;1174;5809
Милица;1500;759;3143
Октябрь;2500;2089;29
Марина;27000;1093;3733
Июль;28500;1546;5124
Феврония;17500;901;3292
Ноябрь;1000;2407;6596
Январь;1500;1824;1623
Март;14000;871;5819
Июль;20000;2341;3090
Июнь;12750;1960;797
Зинаида;1000;1423;4581
Анна;500;544;5138
Малиновый;4500;2308;2767
Темно-серый;8000;772;7356
Анжела;10500;490;3634
Июнь;3000;686;7128
Февраль;9000;2668;3674
Март;5250;2999;2035
Галина;10500;1185;2077
Май;8250;991;3998
Маргарита;16500;1178;1529
Анжелика;1500;2824;7810
Зинаида;8750;214;211
Елена;8500;831;6346
Октябрь;7500;884;6116
Бирюзовый;7000;1016;1600
Декабрь;27000;2041;6570
Желтый;19500;2661;1126
Лариса;6250;2233;3386
Людмила;19000;2582;4154
Хаки;13500;2016;7188
Март;15000;1987;6796
Ярко-розовый;10000;785;3491
Июнь;4500;2961;6952
Лариса;22500;1332;1523
Декабрь;5500;1333;1259
Март;7000;1492;7193
Темно-фиолетовый;7500;2001;4318
Июль;11250;2332;5311
Октябрина;10000;1350;3716
Темно-оранжевый;12000;2621;4891
Зеленый;15000;2739;7535
Август;8750;169;2207
Глафира;2500;2420;6095
Мария;1000;346;7909
Ираида;4500;1408;3948
Ноябрь;12500;1862;7118
Малиновый;4000;1975;6492
Светло-розовый;6000;92;4033
Май;2250;552;1791
Декабрь;3000;1983;2205
Тусклый серый;1500;2258;3643
Коралловый;9000;172;2557
Каштановый;19500;2010;2764
Желтый;10000;2519;3090
Сентябрь;7500;1408;3211
Светлана;14000;588;7056
Декабрь;5000;360;3477
Зоя;15000;1257;4222
Коралловый;8000;2241;3420
Тусклый серый;16000;2452;860
Март;19500;1010;834
Аквамарин;1500;984;4495
Август;19000;801;141
Васильковый;2000;1952;7808
Апрель;6500;2333;3983
Темно-красный;25500;489;3450
Светло-синий;2250;2290;4568
Акулина;4500;618;2037
Ия;15000;2744;312
Декабрь;8000;744;2417
Ноябрь;3750;1954;4146
Элеонора;9000;1358;2907
Желто-зеленый;4500;1098;6748
Февраль;6000;722;6172
Апрель;4000;1360;1358
Красный;21000;2379;7502
Темно-красный;8000;1068;6735
Темно-синий;19500;36;2088
Александра;7500;2722;12
Евдокия;14250;2158;1068
Фуксия;30000;199;5398
Шоколадный;11250;219;4650
Слоновая кость;20000;2075;3856
Май;20000;2849;6641
Зоя;4500;607;1749
Светло-голубой;9000;443;908
Варвара;6500;308;3279
Ия;12000;176;391
Ольга;6500;946;2206
Васильковый;8250;551;6750
Коричневый;13750;1741;4082
Бледно-Бирюзовый;1250;782;6368
Евфросиния;21250;909;4973
Июнь;3000;1883;3387
Май;3750;1165;5747
Декабрь;12500;1362;7851
Февраль;11250;1399;6241
Регина;28500;2967;3949
Василиса;4000;1680;7179
Май;21000;2023;19
Людмила;4500;2160;2463
Сине-фиолетовый;2000;704;2881
Сентябрь;3500;1516;7486
Акулина;5000;785;3193
Ноябрь;14000;755;5380
Ксения;7500;1123;7658
Февраль;23750;203;795
Август;8500;331;5179
Темно-голубой;4500;917;1681
Сентябрь;7500;2055;7084
Серый;15000;2498;3989
Античный Белый;7500;2720;2821
Ноябрь;28500;248;5159
Февраль;12750;318;2554
Лазурный;9000;1376;2589
Август;3500;1365;1446
Июнь;7500;2445;3704
Август;10000;1983;4622
Фаина;3000;2324;426
Сентябрь;2000;669;4209
Елена;7000;628;4843
Иванна;2000;2900;1159
Март;3000;1414;6341
Июль;3750;386;2225
Олимпиада;5000;635;4246
Олимпиада;3000;2285;5546
Октябрина;13500;676;2739
Декабрь;18000;1973;505
Апрель;6000;1461;3901
Глафира;4500;603;7460
Декабрь;3000;1592;1651
Коричневый;9000;317;3680
Тамара;30000;2719;2197
Феврония;25000;891;3640
Сентябрь;15000;2384;7662
Мария;15000;2234;55
Синий;1250;2257;3137
Мария;4000;2313;4482
Оксана;22500;2756;972
Аквамарин;23750;627;4510
Серебряный;500;2143;3510
Варвара;6500;2634;4027
Нинель;16250;2710;2293
Бледно-Бирюзовый;25000;259;5704
Июнь;4500;266;2275
Сентябрь;7500;2285;6952
Желто-зеленый;15000;391;3456
Агафья;17500;1189;1077
Декабрь;9750;1178;6707
Темно-голубой;25500;2374;3528
София;12000;2825;785
Васильковый;10000;1352;4934
Апрель;13750;2928;3529
Сентябрь;12750;1811;2971
Бледно-зеленый;4000;148;6022
Оранжево-красный;18000;826;7168
Бирюзовый;15000;702;209
Май;9750;1609;5927
Ярко-розовый;9000;174;180
Евпраксия;18750;2257;1621
Шоколадный;23750;2065;3359
Цвет морской волны;14250;1679;7993
Июль;12000;1476;4020
Желто-зеленый;8500;2280;6229
Алина;2000;1769;6674
Галина;9750;1837;3695
Май;8500;1473;6232
Октябрь;9000;1864;3956
Октябрь;6500;1616;1759
Декабрь;9500;1742;6421
Июнь;9000;1003;2507
Таисия;2000;645;4715
Февраль;4000;2576;4439
Бледно-Бирюзовый;6000;1078;6593
Оранжево-красный;2000;2078;1339
Июль;6000;1934;4080
Май;19000;1336;6533
Январь;3750;232;1854
Таисия;19500;512;4687
Слоновая кость;7500;2288;1884
Аквамарин;25500;1632;2171
Темно-зеленый;10500;509;6505
Красный;30000;2118;4032
Январь;16500;1425;7069
Темно-оранжевый;4500;2194;5686
Маргарита;7500;1666;3842
Март;7500;915;1157
Зинаида;10000;1134;7285
Апрель;4500;688;591
Темно-красный;4500;529;6291
Пурпурный;22500;2612;192
Сентябрь;5500;1646;7571
Июнь;27000;732;6663
Ноябрь;27000;1786;3309
Феврония;12000;1679;826
Темно-синий;9000;276;6079
Светло-голубой;5000;2484;6814
Елизавета;13750;1321;3809
Маргарита;8000;2939;6843
Сентябрь;8500;2151;7474
Февраль;5000;786;4997
Коричневый;10500;927;4696
Татьяна;6750;830;3096
Шоколадный;6000;2336;548
Декабрь;16000;2996;3395
Оранжево-красный;23750;14;5799
Январь;9750;844;4406
Август;21250;1905;530
Коралловый;2500;1287;3377
Август;8250;1072;7107
Светло-розовый;3750;2216;3799
Ноябрь;27000;2519;2577
Агата;3000;1855;1994
Февраль;18750;1174;3888
Хаки;1000;415;2487
Анастасия;2000;2257;3765
Любовь;20000;129;7067
Золотой;1500;1688;4384
Людмила;7500;1144;1947
Лора;14000;1053;4927
Темный хаки;10500;2658;4281
Ноябрь;4500;2665;7213
Январь;21250;1758;6934
Валентина;8000;2903;4423
Анастасия;2500;622;2569
Светло-синий;6000;2919;7170
Темно-синий;19000;2338;2879
Темно-красный;14000;2091;1115
Январь;14250;1873;1721
Декабрь;7500;66;3263
Античный Белый;4500;2946;69
Июнь;3750;2235;1411
Декабрь;3750;1293;1116
Ноябрь;16250;1687;4310
Индиго;22500;1991;7729
Темно-синий;750;1057;2488
Оранжевый;7000;1190;6060
Темно-зеленый;5000;89;6120
Август;21250;1318;5539
Декабрь;25500;298;2370
Темный хаки;20000;2509;5116
Апрель;10500;2492;6197
Темно-серый;1500;485;7535
Лариса;2250;2499;7904
Октябрь;8750;1668;6992
Февраль;8500;860;6939
Октябрь;17000;1221;2598
Декабрь;12750;2218;6814
Золотой;10500;1330;1258
Регина;12750;478;3645
Евфросиния;1250;2554;2546
Сине-фиолетовый;2000;1951;5743
Ноябрь;4500;1475;5297
Светло-зеленый;2250;1555;3889
Зеленый;7000;546;2242
Пурпурный;6000;182;6888
Апрель;5500;1354;4238
Елена;16250;523;1956
Октябрь;2000;2380;3911
Май;10500;669;7488
Ноябрь;9750;4;6529
Ираида;5000;1843;2105
Ирина;2000;674;2761
Нина;5000;3;3365
Ольга;27000;13;7417
Валентина;24000;1717;1809
Светло-желтый;3750;1316;2309
Золотой;22500;1956;3432
Август;11250;1157;1322
Июль;1500;1008;1796
Мария;3000;1584;2039
Агафья;6250;19;5474
Зеленый;6000;2939;62
Светло-синий;7000;2341;185
Январь;14250;2435;5107
Пурпурный;7500;97;7678
Светлана;750;41;5423
Темно-бирюзовый;15000;164;1694
Феврония;25000;1729;1141
Октябрь;23750;2864;4614
Июнь;27000;168;294
Тамара;3000;1561;424
Розовато-лавандовый;11000;254;50
Июнь;1500;2442;886
Елизавета;12750;1143;2600
Темно-фиолетовый;25000;527;3000
Ия;9750;2807;224
Июль;4500;2242;6
Лазурный;5000;2061;3342
Светло-серый;9000;1695;7294
Наина;5000;2575;7608
Октябрь;25000;2155;382
Хаки;13500;35;1071
Сентябрь;6250;689;566
Октябрь;6000;1525;476
Ангелина;7500;1799;4199
Евдокия;6250;1921;4385
Ноябрь;6750;2050;6311
Елизавета;19000;34;5435
Людмила;4500;1272;3222
Июль;19500;1660;1868
Август;9000;2891;5151
Кира;1000;1545;3737
Бледно-зеленый;10000;2974;3884
Декабрь;3000;2872;2544
Декабрь;12750;1753;4962
Александра;7500;481;1282
Январь;3000;2300;5021
Март;4500;370;5438
Эмилия;18000;706;4211
Валерия;7000;64;1121
Прасковья;1500;1351;4818
Каштановый;17500;2258;7388
Темно-красный;1000;1492;2675
Октябрь;7500;918;1
Лидия;2500;2503;3572
Октябрь;8500;1389;7370
Май;21000;2487;2940
Август;3750;115;2437
Ираида;5000;703;3302
Фуксия;12000;1594;7899
Агафья;25000;2113;6681
Июль;7500;1137;6422
Фёкла;3750;1916;4014
Марфа;12000;2116;6332
Май;1000;2135;690
Ангелина;13500;2304;856
Серебряный;2500;2732;2970
Бирюзовый;21250;1905;4995
Октябрь;16000;1326;1001
Август;5500;2272;1311
Лукия;1500;950;1094
Анжелика;5000;208;723
Бежевый;13750;159;4215
Август;4500;1440;5536
Март;20000;475;5060
Декабрь;3000;1352;918
Коралловый;4000;2203;3044
Март;28500;2305;3132
Алина;28500;1583;921
Июль;11250;466;5753
Синий;6000;1707;3226
Май;3500;997;7984
Июнь;15000;951;2458
Сине-фиолетовый;11250;1890;5317
Февраль;28500;2000;7429
Лора;10000;1058;2802
Август;6000;2821;4880
Хаки;3000;753;835
Сентябрь;5000;1352;7454
Ангелина;8000;1635;7868
Наталья;3750;2597;1860
Людмила;3000;1898;7562
Черный;10000;814;5723
Май;5250;378;2239
Любовь;27000;348;7568
Античный Белый;5500;366;7127
Июнь;7500;1692;5931
Октябрь;11250;262;1870
Светло-серый;19500;1373;753
Апрель;12000;628;7062
Темно-оранжевый;13500;653;6591
Нинель;5000;549;513
Январь;7500;95;7515
Серебряный;13750;1882;6394
Июнь;4000;2146;3792
Октябрь;18000;1674;3088
Антонина;2500;2206;6308
Май;2500;2250;7622
Декабрь;15000;1977;2037
Вера;10000;609;371
Апрель;1250;53;5803
Август;12000;1815;5980
Январь;20000;1246;498
Зинаида;10500;912;5779
Вероника;3000;1944;7507
Коричневый;14000;1922;1777
Ноябрь;19500;1183;272
Июль;10000;2523;5854
Лазурный;12000;2678;1794
Елена;8000;2963;2815
Июнь;7000;2551;6084
Ярко-розовый;11250;915;3523
Сливовый;1000;2724;3428
Зеленый;17000;1238;5999
Жанна;3750;2057;6177
Бледно-Бирюзовый;6000;1328;5442
Валентина;18000;1489;5416
Нина;9000;2744;6438
Раиса;2500;555;7672
Тамара;15000;169;6386
Темно-голубой;25500;2796;1049
Ноябрь;30000;9;4641
Василиса;3000;1083;5259
Олимпиада;2500;901;4122
Светло-зеленый;2000;2837;1228
Черный;7500;1477;34
Васильковый;12000;1879;3759
Синий;2000;253;4459
Шоколадный;15000;1981;2398
Темно-серый;8000;1737;2267
Любовь;500;1994;6060
Эмилия;6000;2271;1297
Александра;10000;41;1574
Вера;10000;2372;7516
Марина;12000;2815;3261
Фаина;6500;1795;7857
Февраль;9000;2562;2952
Малиновый;7000;1782;1841
Хаки;17500;2260;7043
Июнь;8250;1365;5715
Темно-оранжевый;12000;2758;7300
Розовато-лавандовый;10500;279;4003
Лукия;25500;1533;3943
Светло-зеленый;9750;930;5216
Шоколадный;4500;821;1352
Лора;16000;127;1872
Март;1000;650;5869
Анна;9000;489;3184
Светло-розовый;6500;1097;3672
Людмила;13500;255;6526
Маргарита;1000;335;6819
Темно-голубой;3000;2990;5195
Ноябрь;4500;1418;2454
Васильковый;13500;2308;1478
Желтый;12000;1911;2821
Нонна;1500;344;1293
Фиолетовый;6500;2000;1665
Нонна;3500;2748;5850
Апрель;750;1395;2264
Темно-голубой;11250;2776;7451
Февраль;17500;2161;6849
Синклитикия;4000;2478;2886
Темный хаки;15000;2789;1614
Март;5000;1052;2764
Бледно-Бирюзовый;3000;2023;3375
Вера;4500;2568;5129
Лариса;22500;439;6759
Июнь;2250;1060;2120
Март;15000;931;3485
Синий;11250;2079;4200
Темно-бирюзовый;6500;666;7204
Евпраксия;7000;286;5059
Ноябрь;5000;1496;7523
Елена;16500;611;5198
Апрель;6000;701;1064
Май;18000;615;938
Темно-зеленый;5000;2141;2926
Прасковья;6500;348;2255
Темный хаки;4500;2493;1285
Оранжевый;15000;227;1611
Синий;1250;2282;6216
Октябрина;10500;1678;6626
Декабрь;21000;2476;6046
Июль;3500;2293;3998
Феврония;10000;837;3238
Алина;4000;2562;3649
Темно-красный;10500;2785;3125
Август;22500;2276;2729
Фуксия;6250;2980;2202
Марина;2000;1337;1345
Кира;6500;226;3135
Ирина;16000;2291;380
Лора;13500;566;1861
Темно-розовый;2000;1703;1385
Сентябрь;23750;1234;6515
Декабрь;13000;550;5755
Ангелина;18000;949;2769
