address;opentime;endtime;phone
п. Ханты-Мансийск, ул. Приморская, д. 14, 980169;08:00:00;20:00:00;8 305 891 45 47
г. Старая Русса, ул. Болотная, д. 03, 659662;09:00:00;21:00:00;+7 150 996 9920
п. Сузун, ул. Интернациональная, д. 76, 028656;08:30:00;20:30:00;+7 (508) 386-6991
к. Арзамас, ул. Достоевского, д. 13, 115750;08:30:00;20:30:00;+7 (595) 445-96-83
с. Краснодар, ул. Советской Армии, д. 14, 663795;09:00:00;21:00:00;8 534 333 4949
г. Карачаевск, ул. Журавлева, д. 84, 028669;08:00:00;20:00:00;+7 456 892 83 75
г. Гатчина, ул. Журавлева, д. 81, 354606;09:00:00;21:00:00;+7 (795) 601-9593
г. Енисейск, ул. Ушакова, д. 31, 152508;08:00:00;20:00:00;+7 (387) 848-88-38
к. Сергиев Посад, ул. Специалистов, д. 93, 275972;09:00:00;21:00:00;8 894 434 29 69
г. Яхрома, ул. Лесозаводская, д. 32, 867386;09:00:00;21:00:00;8 985 152 8690
клх Бодайбо, ул. Таежная, д. 53, 093463;08:00:00;20:00:00;+72222834865
г. Гусь-Хрустальный, ул. 1 Мая, д. 16, 658881;08:30:00;20:30:00;8 (531) 805-43-57
г. Горячинск, ул. Леваневского, д. 85, 589945;08:00:00;20:00:00;8 173 032 01 95
п. Серов, ул. Королева, д. 30, 346036;08:00:00;20:00:00;+7 (041) 251-2719
д. Тобольск, ул. Деповская, д. 34, 617231;08:00:00;20:00:00;+7 (555) 354-2920
клх Ноябрьск, ул. Журавлева, д. 12, 754856;08:00:00;20:00:00;+78299760410
п. Чегем, ул. Плеханова, д. 21, 234035;08:00:00;20:00:00;8 175 885 4037
к. Сузун, ул. Тамбовская, д. 74, 946272;09:00:00;21:00:00;+7 (332) 532-53-47
г. Александров, ул. Менделеева, д. 40, 746543;08:00:00;20:00:00;8 (998) 513-07-37
п. Глазов, ул. Кочубея, д. 10, 426086;08:00:00;20:00:00;8 (113) 139-79-82
ст. Нижний Тагил, ул. Аэродромная, д. 48, 076749;08:30:00;20:30:00;+7 171 796 5032
д. Новый Оскол, ул. Химиков, д. 81, 003188;09:00:00;21:00:00;8 591 696 9493
к. Алексин, ул. Космическая, д. 90, 138683;08:00:00;20:00:00;8 680 688 53 68
г. Хоста, ул. Береговая, д. 95, 461806;09:00:00;21:00:00;8 (870) 506-59-79
п. Лысьва, ул. Шолохова, д. 10, 844472;09:00:00;21:00:00;+7 (552) 790-1973
к. Лодейное Поле, ул. Партизанская, д. 51, 567416;09:00:00;21:00:00;8 (678) 279-02-98
клх Ржев, ул. Суворова, д. 14, 144331;09:00:00;21:00:00;8 534 922 8225
клх Рязань, ул. Набережная, д. 83, 395632;09:00:00;21:00:00;8 (572) 651-5406
г. Воркута, ул. Хвойная, д. 60, 996205;08:30:00;20:30:00;+7 (694) 938-20-97
клх Хатанга, ул. Отрадная, д. 22, 171810;08:00:00;20:00:00;8 (600) 428-80-71
к. Гаврилов-Ям, ул. Р.Люксембург, д. 37, 052544;09:00:00;21:00:00;8 097 177 9114
к. Шуя, ул. Шахтерская, д. 19, 289684;09:00:00;21:00:00;8 (365) 692-95-83
д. Ахтубинск, ул. Лермонтова, д. 98, 298657;09:00:00;21:00:00;+7 459 977 9585
г. Сковородино, ул. Механизаторов, д. 77, 624402;09:00:00;21:00:00;+7 (629) 377-10-19
д. Белокуриха, ул. Енисейская, д. 90, 347451;08:30:00;20:30:00;84485441672
клх Северодвинск, ул. Каштановая, д. 14, 966174;09:00:00;21:00:00;+78975750545
г. Гатчина, ул. Торговая, д. 23, 555136;09:00:00;21:00:00;8 770 579 77 47
к. Малоярославец, ул. Одесская, д. 25, 432661;09:00:00;21:00:00;+7 394 458 71 91
п. Тайшет, ул. Литейная, д. 62, 061319;09:00:00;21:00:00;+7 398 642 32 21
г. Шелехов, ул. Рябиновая, д. 42, 771469;09:00:00;21:00:00;+77057807749
г. Шамары, ул. Ольховая, д. 63, 260756;08:00:00;20:00:00;+7 086 359 2064
к. Шуя, ул. Коллективная, д. 37, 559432;08:30:00;20:30:00;+72186486434
клх Чайковский, ул. Астраханская, д. 08, 378815;08:30:00;20:30:00;+7 (532) 341-61-03
г. Диксон, ул. Сурикова, д. 75, 186666;08:30:00;20:30:00;+7 072 491 80 57
г. Братск, ул. Ручейная, д. 70, 221759;08:00:00;20:00:00;+7 (886) 045-5078
ст. Назрань, ул. Аэродромная, д. 81, 908107;08:30:00;20:30:00;+7 (846) 376-64-33
к. Урус-Мартан, ул. Ворошилова, д. 96, 309661;08:30:00;20:30:00;80509372825
д. Архыз, ул. Московская, д. 07, 397954;08:30:00;20:30:00;+75495639887
с. Середниково, ул. Боровая, д. 29, 295634;09:00:00;21:00:00;+79014373058
г. Усть-Камчатск, ул. Революции, д. 85, 910158;08:30:00;20:30:00;8 (774) 230-3270
ст. Ревда (Сверд.), ул. Курортная, д. 83, 431868;08:30:00;20:30:00;+7 (787) 314-71-87
п. Моршанск, ул. 50 лет ВЛКСМ, д. 00, 113010;08:30:00;20:30:00;8 609 082 42 72
п. Брянск, ул. Курортная, д. 83, 791354;09:00:00;21:00:00;+7 760 086 17 91
г. Нальчик, ул. Смирнова, д. 88, 935768;08:00:00;20:00:00;+7 (424) 343-0082
г. Листвянка (Иркут.), ул. Седова, д. 61, 232413;08:00:00;20:00:00;8 788 478 1429
п. Костомукша, ул. Одесская, д. 33, 108618;08:30:00;20:30:00;81281549986
с. Борзя, ул. Школьная, д. 85, 730839;09:00:00;21:00:00;+7 (353) 975-63-72
д. Вытегра, ул. Южная, д. 98, 290234;09:00:00;21:00:00;88574220474
п. Далматово, ул. Красных Партизан, д. 50, 161401;08:00:00;20:00:00;+7 (365) 858-4202
д. Яшкуль, ул. Энгельса, д. 33, 443923;09:00:00;21:00:00;8 131 012 6591
к. Норильск, ул. Крупской, д. 03, 682401;08:30:00;20:30:00;8 (711) 963-7263
г. Кимры, ул. Некрасова, д. 21, 378568;09:00:00;21:00:00;8 (097) 343-4054
к. Бронницы, ул. Новосельская, д. 96, 771723;08:30:00;20:30:00;8 209 004 64 65
с. Подольск, ул. Льва Толстого, д. 67, 991953;08:30:00;20:30:00;+7 (638) 648-7217
д. Самара, ул. Придорожная, д. 78, 940044;08:30:00;20:30:00;+76063556294
клх Камышлов, ул. Черноморская, д. 53, 072224;09:00:00;21:00:00;8 (639) 732-4037
д. Курумкан, ул. Докучаева, д. 03, 603584;08:30:00;20:30:00;85712859643
к. Североморск, ул. Матросова, д. 53, 938517;08:00:00;20:00:00;+7 (059) 364-8001
д. Саранск, ул. Большая, д. 02, 314700;09:00:00;21:00:00;+7 640 098 6155
к. Калевала, ул. Московская, д. 26, 869753;08:00:00;20:00:00;+7 (280) 208-9660
клх Муром, ул. Кирпичная, д. 81, 401619;08:30:00;20:30:00;+7 478 829 17 69
ст. Ачхой Мартан, ул. Покровская, д. 48, 552071;08:00:00;20:00:00;+76344528097
ст. Жиганск, ул. Карла Либкнехта, д. 16, 794274;08:30:00;20:30:00;+7 243 331 99 86
д. Пятигорск, ул. Строителей, д. 48, 036215;08:00:00;20:00:00;+7 322 213 7786
клх Чусовой, ул. Тургенева, д. 71, 505393;08:30:00;20:30:00;+7 475 449 09 61
г. Бодайбо, ул. Азина, д. 16, 104414;09:00:00;21:00:00;8 (105) 385-64-72
п. Палана, ул. Карла Маркса, д. 58, 165796;08:00:00;20:00:00;+7 776 412 38 49
г. Киржач, ул. Матросова, д. 10, 604004;08:30:00;20:30:00;8 (116) 481-80-05
д. Чусовой, ул. Красных Партизан, д. 67, 004521;08:00:00;20:00:00;+7 (317) 266-6343
д. Кош-Агач, ул. Ангарская, д. 10, 255397;09:00:00;21:00:00;+7 598 707 82 03
г. Урус-Мартан, ул. Демьяна Бедного, д. 79, 938833;09:00:00;21:00:00;8 (398) 646-8649
к. Горячий Ключ, ул. Достоевского, д. 25, 906063;09:00:00;21:00:00;8 106 891 20 41
с. Красноуфимск, ул. Ивановская, д. 59, 108856;08:30:00;20:30:00;+7 (524) 595-5031
клх Калевала, ул. ДОС, д. 72, 233279;08:30:00;20:30:00;87633694807
д. Мурманск, ул. Малая, д. 22, 173454;09:00:00;21:00:00;+73143161562
с. Тында, ул. Профсоюзная, д. 96, 746041;08:30:00;20:30:00;+7 065 130 0426
п. Кировск (Ленин.), ул. Шишкина, д. 68, 498242;09:00:00;21:00:00;+7 (208) 905-13-24
д. Лотошино, ул. Осенняя, д. 09, 051772;08:30:00;20:30:00;+71066160181
ст. Джубга, ул. Геологов, д. 04, 352733;09:00:00;21:00:00;8 (417) 323-18-55
ст. Валдай, ул. Ушакова, д. 63, 187983;08:30:00;20:30:00;+7 083 701 8087
ст. Тутончаны, ул. Серова, д. 30, 424074;08:00:00;20:00:00;+75718512330
ст. Урюпинск, ул. Тамбовская, д. 46, 466150;08:30:00;20:30:00;+7 (406) 335-27-11
д. Нижнеудинск, ул. Новгородская, д. 50, 245496;08:30:00;20:30:00;+71019747662
к. Партизанск, ул. Балтийская, д. 68, 323129;08:30:00;20:30:00;+7 782 174 62 37
с. Королев, ул. Шевченко, д. 75, 817518;08:00:00;20:00:00;8 (754) 709-0933
п. Каргополь, ул. Краснопартизанская, д. 85, 313692;08:00:00;20:00:00;8 911 805 53 83
к. Кисловодск, ул. Привокзальная, д. 21, 940458;08:00:00;20:00:00;+7 (928) 075-6347
с. Междуреченский, ул. Дорожников, д. 53, 278542;09:00:00;21:00:00;83715567649
д. Дагомыс, ул. Амурская, д. 10, 047059;08:00:00;20:00:00;8 592 834 0473
п. Якутск, ул. Труда, д. 50, 471819;08:00:00;20:00:00;8 943 345 15 24
с. Ухта, ул. Загородная, д. 54, 115176;08:30:00;20:30:00;+7 400 481 6656
п. Октябрьское (Челяб.), ул. Мостовая, д. 24, 923756;08:30:00;20:30:00;8 259 946 4114
клх Орехово-Зуево, ул. Троицкая, д. 39, 622077;08:30:00;20:30:00;8 048 583 4607
с. Бавлы, ул. 40 лет Победы, д. 45, 557183;09:00:00;21:00:00;+7 758 355 83 64
д. Хасан, ул. Северная, д. 87, 871518;09:00:00;21:00:00;8 460 403 4099
клх Печора, ул. Победы, д. 66, 389780;08:30:00;20:30:00;8 007 869 80 19
ст. Углегорск, ул. Володарского, д. 65, 439574;08:00:00;20:00:00;+7 (549) 542-2396
клх Голицыно, ул. Воронежская, д. 41, 966012;08:30:00;20:30:00;+7 142 640 66 87
клх Нальчик, ул. К.Маркса, д. 73, 776695;08:30:00;20:30:00;+7 (087) 343-4077
д. Буденновск, ул. Тихая, д. 19, 864200;08:00:00;20:00:00;+7 (683) 028-6356
д. Архангельск, ул. Глинки, д. 25, 470432;09:00:00;21:00:00;+7 100 643 9528
д. Хатанга, ул. Рязанская, д. 32, 411532;08:00:00;20:00:00;+7 532 702 7788
к. Нарьян-Мар, ул. Тополиная, д. 65, 420338;09:00:00;21:00:00;8 (928) 452-30-24
с. Саянск, ул. Луговая, д. 47, 159142;09:00:00;21:00:00;+7 694 505 5589
г. Назрань, ул. Строителей, д. 64, 518746;09:00:00;21:00:00;8 (547) 349-95-98
п. Заводоуковск, ул. Советская, д. 09, 453309;08:00:00;20:00:00;+71309965332
с. Невьянск, ул. Октября, д. 02, 560929;08:30:00;20:30:00;8 (350) 857-9037
клх Химки, ул. З.Космодемьянской, д. 44, 978612;08:00:00;20:00:00;+7 685 902 6634
г. Кашира, ул. Чкалова, д. 77, 233159;08:00:00;20:00:00;+71206191909
п. Малая Вишера, ул. Челюскинцев, д. 22, 601061;08:00:00;20:00:00;+7 (895) 086-07-86
клх Таганрог, ул. Тупиковая, д. 48, 658911;08:00:00;20:00:00;+7 (724) 874-8607
клх Ангарск, ул. Правды, д. 33, 507580;09:00:00;21:00:00;8 949 588 36 25
ст. Тура, ул. Автомобилистов, д. 71, 871983;09:00:00;21:00:00;88973775594
п. Ноябрьск, ул. 50 лет ВЛКСМ, д. 76, 956588;08:30:00;20:30:00;8 (438) 464-31-40
г. Звенигород, ул. Краснопартизанская, д. 79, 788911;08:00:00;20:00:00;8 503 914 18 21
д. Невинномысск, ул. Космодемьянской, д. 64, 723586;09:00:00;21:00:00;+7 804 591 1567
клх Сковородино, ул. Менделеева, д. 13, 086198;08:00:00;20:00:00;+7 503 672 9385
ст. Богучар, ул. Широкая, д. 53, 567466;08:30:00;20:30:00;+7 412 569 2020
д. Белоярский, ул. Луговая, д. 79, 508964;08:30:00;20:30:00;8 529 895 78 86
п. Верхоянск, ул. Приморская, д. 43, 798843;09:00:00;21:00:00;+7 (415) 883-9933
клх Камышлов, ул. Карла Либкнехта, д. 12, 187689;08:30:00;20:30:00;+7 (623) 601-5143
п. Валдай, ул. Озерная, д. 82, 999454;08:30:00;20:30:00;+77279949264
ст. Россошь, ул. Сенная, д. 45, 151993;08:00:00;20:00:00;8 (560) 900-27-22
ст. Железногорск(Курск.), ул. Герцена, д. 93, 525298;09:00:00;21:00:00;8 767 113 8523
г. Белокуриха, ул. О.Кошевого, д. 22, 905367;08:00:00;20:00:00;+7 (013) 364-0070
г. Середниково, ул. Титова, д. 76, 183766;09:00:00;21:00:00;8 (061) 386-77-65
к. Волгоград, ул. Гагарина, д. 02, 515444;08:00:00;20:00:00;8 322 106 98 45
